report_date,department,patient_count,avg_age,severity_distribution
2024-04-02,Pediatrics,23,36.3,"{'Mild': 11, 'Moderate': 5, 'Severe': 7}"
2024-04-02,Orthopedics,36,42.6,"{'Mild': 18, 'Moderate': 16, 'Severe': 2}"
2024-04-02,Oncology,28,36.1,"{'Mild': 16, 'Moderate': 8, 'Severe': 4}"
2024-04-02,Dermatology,23,50.6,"{'Mild': 10, 'Moderate': 7, 'Severe': 6}"
2024-04-02,Gastroenterology,37,40.8,"{'Mild': 13, 'Moderate': 18, 'Severe': 6}"
2024-04-02,Endocrinology,19,43.1,"{'Mild': 4, 'Moderate': 12, 'Severe': 3}"
2024-04-02,Psychiatry,26,42.9,"{'Mild': 12, 'Moderate': 12, 'Severe': 2}"
2024-04-03,Cardiology,34,41.6,"{'Mild': 18, 'Moderate': 7, 'Severe': 9}"
2024-04-03,Neurology,48,51.6,"{'Mild': 20, 'Moderate': 22, 'Severe': 6}"
2024-04-03,Pediatrics,9,40.2,"{'Mild': 1, 'Moderate': 5, 'Severe': 3}"
2024-04-03,Orthopedics,23,48.0,"{'Mild': 9, 'Moderate': 12, 'Severe': 2}"
2024-04-03,Oncology,5,52.4,"{'Mild': 2, 'Moderate': 1, 'Severe': 2}"
2024-04-03,Dermatology,26,54.5,"{'Mild': 13, 'Moderate': 8, 'Severe': 5}"
2024-04-03,Gastroenterology,49,47.2,"{'Mild': 15, 'Moderate': 27, 'Severe': 7}"
2024-04-03,Endocrinology,23,50.3,"{'Mild': 9, 'Moderate': 9, 'Severe': 5}"
2024-04-03,Psychiatry,24,43.5,"{'Mild': 8, 'Moderate': 10, 'Severe': 6}"
2024-04-04,Cardiology,44,46.7,"{'Mild': 27, 'Moderate': 10, 'Severe': 7}"
2024-04-04,Neurology,40,44.8,"{'Mild': 17, 'Moderate': 16, 'Severe': 7}"
2024-04-04,Pediatrics,50,43.0,"{'Mild': 19, 'Moderate': 14, 'Severe': 17}"
2024-04-04,Orthopedics,9,31.2,"{'Mild': 4, 'Moderate': 4, 'Severe': 1}"
2024-04-04,Oncology,16,51.1,"{'Mild': 9, 'Moderate': 5, 'Severe': 2}"
2024-04-04,Dermatology,13,50.7,"{'Mild': 7, 'Moderate': 2, 'Severe': 4}"
2024-04-04,Gastroenterology,17,40.0,"{'Mild': 5, 'Moderate': 8, 'Severe': 4}"
2024-04-04,Endocrinology,50,46.0,"{'Mild': 18, 'Moderate': 25, 'Severe': 7}"
2024-04-04,Psychiatry,26,39.7,"{'Mild': 12, 'Moderate': 13, 'Severe': 1}"
2024-04-05,Cardiology,42,48.3,"{'Mild': 21, 'Moderate': 13, 'Severe': 8}"
2024-04-05,Neurology,44,47.5,"{'Mild': 19, 'Moderate': 20, 'Severe': 5}"
2024-04-05,Pediatrics,26,50.9,"{'Mild': 18, 'Moderate': 5, 'Severe': 3}"
2024-04-05,Orthopedics,42,43.4,"{'Mild': 18, 'Moderate': 21, 'Severe': 3}"
2024-04-05,Oncology,24,39.9,"{'Mild': 10, 'Moderate': 9, 'Severe': 5}"
2024-04-05,Dermatology,44,53.0,"{'Mild': 18, 'Moderate': 17, 'Severe': 9}"
2024-04-05,Gastroenterology,45,45.2,"{'Mild': 11, 'Moderate': 26, 'Severe': 8}"
2024-04-05,Endocrinology,45,41.1,"{'Mild': 15, 'Moderate': 24, 'Severe': 6}"
2024-04-05,Psychiatry,46,47.9,"{'Mild': 21, 'Moderate': 20, 'Severe': 5}"
2024-04-06,Cardiology,45,37.2,"{'Mild': 25, 'Moderate': 13, 'Severe': 7}"
2024-04-06,Neurology,13,43.2,"{'Mild': 5, 'Moderate': 5, 'Severe': 3}"
2024-04-06,Pediatrics,20,42.5,"{'Mild': 10, 'Moderate': 6, 'Severe': 4}"
2024-04-06,Orthopedics,48,45.6,"{'Mild': 23, 'Moderate': 18, 'Severe': 7}"
2024-04-06,Oncology,11,41.9,"{'Mild': 8, 'Moderate': 3, 'Severe': 0}"
2024-04-06,Dermatology,30,50.4,"{'Mild': 13, 'Moderate': 10, 'Severe': 7}"
2024-04-06,Gastroenterology,46,42.9,"{'Mild': 14, 'Moderate': 25, 'Severe': 7}"
2024-04-06,Endocrinology,34,54.8,"{'Mild': 12, 'Moderate': 15, 'Severe': 7}"
2024-04-06,Psychiatry,10,49.6,"{'Mild': 5, 'Moderate': 4, 'Severe': 1}"
2024-04-07,Cardiology,28,40.4,"{'Mild': 15, 'Moderate': 6, 'Severe': 7}"
2024-04-07,Neurology,21,41.0,"{'Mild': 9, 'Moderate': 10, 'Severe': 2}"
2024-04-07,Pediatrics,11,42.3,"{'Mild': 6, 'Moderate': 3, 'Severe': 2}"
2024-04-07,Orthopedics,45,42.0,"{'Mild': 18, 'Moderate': 20, 'Severe': 7}"
2024-04-07,Oncology,47,39.1,"{'Mild': 22, 'Moderate': 16, 'Severe': 9}"
2024-04-07,Dermatology,36,45.1,"{'Mild': 16, 'Moderate': 11, 'Severe': 9}"
2024-04-07,Gastroenterology,26,50.1,"{'Mild': 8, 'Moderate': 9, 'Severe': 9}"
2024-04-07,Endocrinology,11,45.7,"{'Mild': 5, 'Moderate': 4, 'Severe': 2}"
2024-04-07,Psychiatry,14,49.7,"{'Mild': 5, 'Moderate': 6, 'Severe': 3}"
2024-04-08,Cardiology,49,44.9,"{'Mild': 27, 'Moderate': 15, 'Severe': 7}"
2024-04-08,Neurology,32,44.9,"{'Mild': 15, 'Moderate': 10, 'Severe': 7}"
2024-04-08,Pediatrics,9,43.9,"{'Mild': 3, 'Moderate': 4, 'Severe': 2}"
2024-04-08,Orthopedics,7,34.1,"{'Mild': 1, 'Moderate': 5, 'Severe': 1}"
2024-04-08,Oncology,11,51.8,"{'Mild': 8, 'Moderate': 2, 'Severe': 1}"
2024-04-08,Dermatology,10,46.8,"{'Mild': 6, 'Moderate': 1, 'Severe': 3}"
2024-04-08,Gastroenterology,32,46.2,"{'Mild': 10, 'Moderate': 15, 'Severe': 7}"
2024-04-08,Endocrinology,12,54.4,"{'Mild': 5, 'Moderate': 4, 'Severe': 3}"
2024-04-08,Psychiatry,36,47.2,"{'Mild': 12, 'Moderate': 16, 'Severe': 8}"
2024-04-09,Cardiology,10,31.4,"{'Mild': 8, 'Moderate': 1, 'Severe': 1}"
2024-04-09,Neurology,16,45.8,"{'Mild': 6, 'Moderate': 7, 'Severe': 3}"
2024-04-09,Pediatrics,20,44.9,"{'Mild': 9, 'Moderate': 9, 'Severe': 2}"
2024-04-09,Orthopedics,8,32.9,"{'Mild': 1, 'Moderate': 4, 'Severe': 3}"
2024-04-09,Oncology,23,37.3,"{'Mild': 9, 'Moderate': 10, 'Severe': 4}"
2024-04-09,Dermatology,18,42.9,"{'Mild': 7, 'Moderate': 8, 'Severe': 3}"
2024-04-09,Gastroenterology,44,40.4,"{'Mild': 16, 'Moderate': 20, 'Severe': 8}"
2024-04-09,Endocrinology,50,50.4,"{'Mild': 19, 'Moderate': 25, 'Severe': 6}"
2024-04-09,Psychiatry,16,44.2,"{'Mild': 9, 'Moderate': 6, 'Severe': 1}"
2024-04-10,Cardiology,40,47.6,"{'Mild': 22, 'Moderate': 12, 'Severe': 6}"
2024-04-10,Neurology,36,52.0,"{'Mild': 16, 'Moderate': 14, 'Severe': 6}"
2024-04-10,Pediatrics,36,51.1,"{'Mild': 18, 'Moderate': 9, 'Severe': 9}"
2024-04-10,Orthopedics,30,48.8,"{'Mild': 15, 'Moderate': 10, 'Severe': 5}"
2024-04-10,Oncology,22,38.2,"{'Mild': 7, 'Moderate': 10, 'Severe': 5}"
2024-04-10,Dermatology,13,41.4,"{'Mild': 5, 'Moderate': 7, 'Severe': 1}"
2024-04-10,Gastroenterology,37,43.0,"{'Mild': 12, 'Moderate': 20, 'Severe': 5}"
2024-04-10,Endocrinology,5,67.2,"{'Mild': 2, 'Moderate': 3, 'Severe': 0}"
2024-04-10,Psychiatry,32,45.6,"{'Mild': 19, 'Moderate': 9, 'Severe': 4}"
2024-04-11,Cardiology,16,41.6,"{'Mild': 8, 'Moderate': 7, 'Severe': 1}"
2024-04-11,Neurology,7,36.7,"{'Mild': 4, 'Moderate': 1, 'Severe': 2}"
2024-04-11,Pediatrics,13,44.2,"{'Mild': 8, 'Moderate': 4, 'Severe': 1}"
2024-04-11,Orthopedics,28,49.9,"{'Mild': 11, 'Moderate': 13, 'Severe': 4}"
2024-04-11,Oncology,8,27.2,"{'Mild': 3, 'Moderate': 3, 'Severe': 2}"
2024-04-11,Dermatology,10,62.3,"{'Mild': 6, 'Moderate': 2, 'Severe': 2}"
2024-04-11,Gastroenterology,19,43.2,"{'Mild': 7, 'Moderate': 7, 'Severe': 5}"
2024-04-11,Endocrinology,24,47.8,"{'Mild': 12, 'Moderate': 9, 'Severe': 3}"
2024-04-11,Psychiatry,20,55.6,"{'Mild': 9, 'Moderate': 5, 'Severe': 6}"
2024-04-12,Cardiology,38,36.4,"{'Mild': 21, 'Moderate': 12, 'Severe': 5}"
2024-04-12,Neurology,24,49.0,"{'Mild': 8, 'Moderate': 9, 'Severe': 7}"
2024-04-12,Pediatrics,21,56.6,"{'Mild': 13, 'Moderate': 5, 'Severe': 3}"
2024-04-12,Orthopedics,38,50.7,"{'Mild': 14, 'Moderate': 23, 'Severe': 1}"
2024-04-12,Oncology,45,38.7,"{'Mild': 20, 'Moderate': 18, 'Severe': 7}"
2024-04-12,Dermatology,46,50.3,"{'Mild': 25, 'Moderate': 16, 'Severe': 5}"
2024-04-12,Gastroenterology,36,49.2,"{'Mild': 11, 'Moderate': 15, 'Severe': 10}"
2024-04-12,Endocrinology,43,51.4,"{'Mild': 16, 'Moderate': 19, 'Severe': 8}"
2024-04-12,Psychiatry,19,45.4,"{'Mild': 8, 'Moderate': 8, 'Severe': 3}"
2024-04-13,Cardiology,26,43.7,"{'Mild': 18, 'Moderate': 5, 'Severe': 3}"
2024-04-13,Neurology,33,44.2,"{'Mild': 14, 'Moderate': 16, 'Severe': 3}"
2024-04-13,Pediatrics,46,53.2,"{'Mild': 25, 'Moderate': 14, 'Severe': 7}"
2024-04-13,Orthopedics,16,47.7,"{'Mild': 11, 'Moderate': 3, 'Severe': 2}"
2024-04-13,Oncology,22,42.0,"{'Mild': 14, 'Moderate': 7, 'Severe': 1}"
2024-04-13,Dermatology,16,46.2,"{'Mild': 9, 'Moderate': 4, 'Severe': 3}"
2024-04-13,Gastroenterology,32,35.9,"{'Mild': 10, 'Moderate': 15, 'Severe': 7}"
2024-04-13,Endocrinology,24,49.4,"{'Mild': 7, 'Moderate': 13, 'Severe': 4}"
2024-04-13,Psychiatry,18,36.0,"{'Mild': 6, 'Moderate': 7, 'Severe': 5}"
2024-04-14,Cardiology,25,46.9,"{'Mild': 11, 'Moderate': 9, 'Severe': 5}"
2024-04-14,Neurology,8,27.8,"{'Mild': 5, 'Moderate': 2, 'Severe': 1}"
2024-04-14,Pediatrics,11,51.5,"{'Mild': 5, 'Moderate': 5, 'Severe': 1}"
2024-04-14,Orthopedics,28,39.2,"{'Mild': 13, 'Moderate': 14, 'Severe': 1}"
2024-04-14,Oncology,49,43.1,"{'Mild': 20, 'Moderate': 21, 'Severe': 8}"
2024-04-14,Dermatology,36,47.1,"{'Mild': 19, 'Moderate': 12, 'Severe': 5}"
2024-04-14,Gastroenterology,37,36.1,"{'Mild': 13, 'Moderate': 15, 'Severe': 9}"
2024-04-14,Endocrinology,8,38.1,"{'Mild': 1, 'Moderate': 5, 'Severe': 2}"
2024-04-14,Psychiatry,37,45.8,"{'Mild': 19, 'Moderate': 12, 'Severe': 6}"
2024-04-15,Cardiology,26,43.6,"{'Mild': 19, 'Moderate': 5, 'Severe': 2}"
2024-04-15,Neurology,48,46.2,"{'Mild': 22, 'Moderate': 21, 'Severe': 5}"
2024-04-15,Pediatrics,44,49.6,"{'Mild': 20, 'Moderate': 14, 'Severe': 10}"
2024-04-15,Orthopedics,24,45.7,"{'Mild': 12, 'Moderate': 10, 'Severe': 2}"
2024-04-15,Oncology,44,42.3,"{'Mild': 20, 'Moderate': 20, 'Severe': 4}"
2024-04-15,Dermatology,35,53.9,"{'Mild': 13, 'Moderate': 14, 'Severe': 8}"
2024-04-15,Gastroenterology,19,42.0,"{'Mild': 6, 'Moderate': 10, 'Severe': 3}"
2024-04-15,Endocrinology,15,48.6,"{'Mild': 6, 'Moderate': 6, 'Severe': 3}"
2024-04-15,Psychiatry,17,45.3,"{'Mild': 8, 'Moderate': 6, 'Severe': 3}"
2024-04-16,Cardiology,21,46.3,"{'Mild': 12, 'Moderate': 6, 'Severe': 3}"
2024-04-16,Neurology,14,62.6,"{'Mild': 9, 'Moderate': 5, 'Severe': 0}"
2024-04-16,Pediatrics,12,39.9,"{'Mild': 4, 'Moderate': 5, 'Severe': 3}"
2024-04-16,Orthopedics,44,39.8,"{'Mild': 15, 'Moderate': 23, 'Severe': 6}"
2024-04-16,Oncology,39,51.4,"{'Mild': 20, 'Moderate': 15, 'Severe': 4}"
2024-04-16,Dermatology,35,45.6,"{'Mild': 13, 'Moderate': 15, 'Severe': 7}"
2024-04-16,Gastroenterology,9,48.8,"{'Mild': 3, 'Moderate': 4, 'Severe': 2}"
2024-04-16,Endocrinology,16,41.2,"{'Mild': 6, 'Moderate': 9, 'Severe': 1}"
2024-04-16,Psychiatry,44,46.0,"{'Mild': 16, 'Moderate': 20, 'Severe': 8}"
2024-04-17,Cardiology,24,40.3,"{'Mild': 14, 'Moderate': 9, 'Severe': 1}"
2024-04-17,Neurology,49,46.6,"{'Mild': 19, 'Moderate': 22, 'Severe': 8}"
2024-04-17,Pediatrics,27,41.3,"{'Mild': 12, 'Moderate': 8, 'Severe': 7}"
2024-04-17,Orthopedics,48,41.9,"{'Mild': 17, 'Moderate': 26, 'Severe': 5}"
2024-04-17,Oncology,14,55.1,"{'Mild': 8, 'Moderate': 5, 'Severe': 1}"
2024-04-17,Dermatology,27,54.4,"{'Mild': 12, 'Moderate': 12, 'Severe': 3}"
2024-04-17,Gastroenterology,40,46.2,"{'Mild': 11, 'Moderate': 20, 'Severe': 9}"
2024-04-17,Endocrinology,47,48.7,"{'Mild': 16, 'Moderate': 23, 'Severe': 8}"
2024-04-17,Psychiatry,38,43.6,"{'Mild': 18, 'Moderate': 16, 'Severe': 4}"
2024-04-18,Cardiology,26,48.0,"{'Mild': 12, 'Moderate': 9, 'Severe': 5}"
2024-04-18,Neurology,39,44.4,"{'Mild': 16, 'Moderate': 15, 'Severe': 8}"
2024-04-18,Pediatrics,22,40.7,"{'Mild': 10, 'Moderate': 9, 'Severe': 3}"
2024-04-18,Orthopedics,29,46.2,"{'Mild': 15, 'Moderate': 14, 'Severe': 0}"
2024-04-18,Oncology,22,48.1,"{'Mild': 11, 'Moderate': 8, 'Severe': 3}"
2024-04-18,Dermatology,45,50.5,"{'Mild': 18, 'Moderate': 18, 'Severe': 9}"
2024-04-18,Gastroenterology,21,37.0,"{'Mild': 6, 'Moderate': 10, 'Severe': 5}"
2024-04-18,Endocrinology,49,43.4,"{'Mild': 22, 'Moderate': 15, 'Severe': 12}"
2024-04-18,Psychiatry,18,37.4,"{'Mild': 9, 'Moderate': 5, 'Severe': 4}"
2024-04-19,Cardiology,46,45.2,"{'Mild': 25, 'Moderate': 14, 'Severe': 7}"
2024-04-19,Neurology,29,45.0,"{'Mild': 11, 'Moderate': 13, 'Severe': 5}"
2024-04-19,Pediatrics,21,52.7,"{'Mild': 10, 'Moderate': 7, 'Severe': 4}"
2024-04-19,Orthopedics,46,46.8,"{'Mild': 18, 'Moderate': 22, 'Severe': 6}"
2024-04-19,Oncology,44,39.7,"{'Mild': 17, 'Moderate': 21, 'Severe': 6}"
2024-04-19,Dermatology,24,45.5,"{'Mild': 12, 'Moderate': 5, 'Severe': 7}"
2024-04-19,Gastroenterology,44,46.7,"{'Mild': 17, 'Moderate': 18, 'Severe': 9}"
2024-04-19,Endocrinology,15,54.3,"{'Mild': 7, 'Moderate': 3, 'Severe': 5}"
2024-04-19,Psychiatry,45,48.9,"{'Mild': 20, 'Moderate': 17, 'Severe': 8}"
2024-04-20,Cardiology,32,36.2,"{'Mild': 19, 'Moderate': 7, 'Severe': 6}"
2024-04-20,Neurology,38,42.5,"{'Mild': 19, 'Moderate': 13, 'Severe': 6}"
2024-04-20,Pediatrics,15,48.3,"{'Mild': 8, 'Moderate': 4, 'Severe': 3}"
2024-04-20,Orthopedics,43,42.8,"{'Mild': 19, 'Moderate': 20, 'Severe': 4}"
2024-04-20,Oncology,50,45.9,"{'Mild': 22, 'Moderate': 23, 'Severe': 5}"
2024-04-20,Dermatology,42,43.2,"{'Mild': 22, 'Moderate': 14, 'Severe': 6}"
2024-04-20,Gastroenterology,19,44.6,"{'Mild': 4, 'Moderate': 9, 'Severe': 6}"
2024-04-20,Endocrinology,44,47.5,"{'Mild': 11, 'Moderate': 26, 'Severe': 7}"
2024-04-20,Psychiatry,49,46.6,"{'Mild': 22, 'Moderate': 16, 'Severe': 11}"
2024-04-21,Cardiology,14,28.8,"{'Mild': 12, 'Moderate': 1, 'Severe': 1}"
2024-04-21,Neurology,29,45.0,"{'Mild': 16, 'Moderate': 11, 'Severe': 2}"
2024-04-21,Pediatrics,45,47.2,"{'Mild': 20, 'Moderate': 14, 'Severe': 11}"
2024-04-21,Orthopedics,42,47.2,"{'Mild': 17, 'Moderate': 20, 'Severe': 5}"
2024-04-21,Oncology,20,41.5,"{'Mild': 7, 'Moderate': 12, 'Severe': 1}"
2024-04-21,Dermatology,48,47.0,"{'Mild': 24, 'Moderate': 15, 'Severe': 9}"
2024-04-21,Gastroenterology,12,42.6,"{'Mild': 3, 'Moderate': 6, 'Severe': 3}"
2024-04-21,Endocrinology,20,42.5,"{'Mild': 8, 'Moderate': 9, 'Severe': 3}"
2024-04-21,Psychiatry,43,44.8,"{'Mild': 12, 'Moderate': 23, 'Severe': 8}"
2024-04-22,Cardiology,12,59.2,"{'Mild': 6, 'Moderate': 3, 'Severe': 3}"
2024-04-22,Neurology,45,56.9,"{'Mild': 16, 'Moderate': 22, 'Severe': 7}"
2024-04-22,Pediatrics,38,47.1,"{'Mild': 19, 'Moderate': 10, 'Severe': 9}"
2024-04-22,Orthopedics,34,43.7,"{'Mild': 11, 'Moderate': 20, 'Severe': 3}"
2024-04-22,Oncology,16,40.7,"{'Mild': 11, 'Moderate': 3, 'Severe': 2}"
2024-04-22,Dermatology,14,40.6,"{'Mild': 8, 'Moderate': 3, 'Severe': 3}"
2024-04-22,Gastroenterology,5,29.6,"{'Mild': 2, 'Moderate': 2, 'Severe': 1}"
2024-04-22,Endocrinology,5,46.8,"{'Mild': 0, 'Moderate': 0, 'Severe': 5}"
2024-04-22,Psychiatry,14,45.1,"{'Mild': 6, 'Moderate': 7, 'Severe': 1}"
2024-04-23,Cardiology,28,44.2,"{'Mild': 15, 'Moderate': 8, 'Severe': 5}"
2024-04-23,Neurology,26,41.6,"{'Mild': 14, 'Moderate': 10, 'Severe': 2}"
2024-04-23,Pediatrics,16,51.8,"{'Mild': 7, 'Moderate': 4, 'Severe': 5}"
2024-04-23,Orthopedics,37,47.5,"{'Mild': 16, 'Moderate': 17, 'Severe': 4}"
2024-04-23,Oncology,19,46.3,"{'Mild': 9, 'Moderate': 7, 'Severe': 3}"
2024-04-23,Dermatology,16,38.5,"{'Mild': 5, 'Moderate': 6, 'Severe': 5}"
2024-04-23,Gastroenterology,8,42.4,"{'Mild': 3, 'Moderate': 3, 'Severe': 2}"
2024-04-23,Endocrinology,37,43.9,"{'Mild': 13, 'Moderate': 17, 'Severe': 7}"
2024-04-23,Psychiatry,50,50.7,"{'Mild': 19, 'Moderate': 24, 'Severe': 7}"
2024-04-24,Cardiology,18,38.0,"{'Mild': 10, 'Moderate': 3, 'Severe': 5}"
2024-04-24,Neurology,10,43.6,"{'Mild': 6, 'Moderate': 2, 'Severe': 2}"
2024-04-24,Pediatrics,9,42.9,"{'Mild': 4, 'Moderate': 3, 'Severe': 2}"
2024-04-24,Orthopedics,7,40.7,"{'Mild': 4, 'Moderate': 3, 'Severe': 0}"
2024-04-24,Oncology,36,44.1,"{'Mild': 13, 'Moderate': 17, 'Severe': 6}"
2024-04-24,Dermatology,19,63.4,"{'Mild': 10, 'Moderate': 4, 'Severe': 5}"
2024-04-24,Gastroenterology,18,41.3,"{'Mild': 6, 'Moderate': 7, 'Severe': 5}"
2024-04-24,Endocrinology,32,54.4,"{'Mild': 9, 'Moderate': 19, 'Severe': 4}"
2024-04-24,Psychiatry,48,44.8,"{'Mild': 21, 'Moderate': 21, 'Severe': 6}"
2024-04-25,Cardiology,27,37.3,"{'Mild': 17, 'Moderate': 7, 'Severe': 3}"
2024-04-25,Neurology,16,42.3,"{'Mild': 11, 'Moderate': 5, 'Severe': 0}"
2024-04-25,Pediatrics,27,43.9,"{'Mild': 13, 'Moderate': 8, 'Severe': 6}"
2024-04-25,Orthopedics,23,48.3,"{'Mild': 10, 'Moderate': 13, 'Severe': 0}"
2024-04-25,Oncology,41,45.0,"{'Mild': 16, 'Moderate': 20, 'Severe': 5}"
2024-04-25,Dermatology,23,52.7,"{'Mild': 11, 'Moderate': 4, 'Severe': 8}"
2024-04-25,Gastroenterology,43,39.8,"{'Mild': 15, 'Moderate': 24, 'Severe': 4}"
2024-04-25,Endocrinology,37,39.1,"{'Mild': 14, 'Moderate': 18, 'Severe': 5}"
2024-04-25,Psychiatry,43,48.6,"{'Mild': 21, 'Moderate': 16, 'Severe': 6}"
2024-04-26,Cardiology,9,39.7,"{'Mild': 4, 'Moderate': 3, 'Severe': 2}"
2024-04-26,Neurology,25,37.2,"{'Mild': 11, 'Moderate': 8, 'Severe': 6}"
2024-04-26,Pediatrics,31,50.9,"{'Mild': 15, 'Moderate': 10, 'Severe': 6}"
2024-04-26,Orthopedics,31,44.2,"{'Mild': 15, 'Moderate': 15, 'Severe': 1}"
2024-04-26,Oncology,16,56.8,"{'Mild': 8, 'Moderate': 6, 'Severe': 2}"
2024-04-26,Dermatology,37,48.1,"{'Mild': 17, 'Moderate': 16, 'Severe': 4}"
2024-04-26,Gastroenterology,49,43.5,"{'Mild': 17, 'Moderate': 22, 'Severe': 10}"
2024-04-26,Endocrinology,48,52.8,"{'Mild': 26, 'Moderate': 19, 'Severe': 3}"
2024-04-26,Psychiatry,16,44.1,"{'Mild': 7, 'Moderate': 6, 'Severe': 3}"
2024-04-27,Cardiology,44,40.5,"{'Mild': 29, 'Moderate': 12, 'Severe': 3}"
2024-04-27,Neurology,33,52.1,"{'Mild': 19, 'Moderate': 11, 'Severe': 3}"
2024-04-27,Pediatrics,42,40.1,"{'Mild': 18, 'Moderate': 15, 'Severe': 9}"
2024-04-27,Orthopedics,25,46.8,"{'Mild': 11, 'Moderate': 13, 'Severe': 1}"
2024-04-27,Oncology,29,41.6,"{'Mild': 13, 'Moderate': 7, 'Severe': 9}"
2024-04-27,Dermatology,26,40.2,"{'Mild': 10, 'Moderate': 8, 'Severe': 8}"
2024-04-27,Gastroenterology,17,49.3,"{'Mild': 7, 'Moderate': 6, 'Severe': 4}"
2024-04-27,Endocrinology,8,52.5,"{'Mild': 5, 'Moderate': 1, 'Severe': 2}"
2024-04-27,Psychiatry,23,43.6,"{'Mild': 8, 'Moderate': 10, 'Severe': 5}"
2024-04-28,Cardiology,44,44.8,"{'Mild': 23, 'Moderate': 16, 'Severe': 5}"
2024-04-28,Neurology,47,46.0,"{'Mild': 22, 'Moderate': 16, 'Severe': 9}"
2024-04-28,Pediatrics,25,47.3,"{'Mild': 11, 'Moderate': 10, 'Severe': 4}"
2024-04-28,Orthopedics,29,50.4,"{'Mild': 10, 'Moderate': 16, 'Severe': 3}"
2024-04-28,Oncology,42,37.7,"{'Mild': 19, 'Moderate': 16, 'Severe': 7}"
2024-04-28,Dermatology,12,43.8,"{'Mild': 6, 'Moderate': 5, 'Severe': 1}"
2024-04-28,Gastroenterology,26,45.6,"{'Mild': 9, 'Moderate': 11, 'Severe': 6}"
2024-04-28,Endocrinology,47,45.3,"{'Mild': 17, 'Moderate': 24, 'Severe': 6}"
2024-04-28,Psychiatry,28,39.2,"{'Mild': 12, 'Moderate': 12, 'Severe': 4}"
2024-04-29,Cardiology,11,40.1,"{'Mild': 7, 'Moderate': 2, 'Severe': 2}"
2024-04-29,Neurology,6,62.5,"{'Mild': 4, 'Moderate': 1, 'Severe': 1}"
2024-04-29,Pediatrics,38,43.8,"{'Mild': 15, 'Moderate': 17, 'Severe': 6}"
2024-04-29,Orthopedics,21,51.8,"{'Mild': 8, 'Moderate': 10, 'Severe': 3}"
2024-04-29,Oncology,35,43.4,"{'Mild': 17, 'Moderate': 16, 'Severe': 2}"
2024-04-29,Dermatology,28,47.9,"{'Mild': 12, 'Moderate': 13, 'Severe': 3}"
2024-04-29,Gastroenterology,9,48.6,"{'Mild': 3, 'Moderate': 4, 'Severe': 2}"
2024-04-29,Endocrinology,15,49.4,"{'Mild': 6, 'Moderate': 6, 'Severe': 3}"
2024-04-29,Psychiatry,49,46.7,"{'Mild': 23, 'Moderate': 19, 'Severe': 7}"
